"track_n","line","lyric","track_title","album","artist"
7,29,"Oh-oh-oh, oh, oh, oh, oh-oh-oh, oh, oh, oh","Dissolve Me","An Awesome Wave","alt-J"
7,30,"She makes the sound the sea makes","Dissolve Me","An Awesome Wave","alt-J"
7,31,"Knee-deep in the north","Dissolve Me","An Awesome Wave","alt-J"
7,32,"She makes the sound the sea makes","Dissolve Me","An Awesome Wave","alt-J"
7,33,"Knee-deep in the north","Dissolve Me","An Awesome Wave","alt-J"
7,34,"She makes the sound the sea makes","Dissolve Me","An Awesome Wave","alt-J"
7,35,"Knee-deep in the north","Dissolve Me","An Awesome Wave","alt-J"
7,36,"She makes the sound the sea makes","Dissolve Me","An Awesome Wave","alt-J"
7,37,"Knee-deep in the north","Dissolve Me","An Awesome Wave","alt-J"
7,38,"She makes the sound the sea makes","Dissolve Me","An Awesome Wave","alt-J"
7,39,"Knee-deep in the north","Dissolve Me","An Awesome Wave","alt-J"
7,40,"She makes the sound the sea makes","Dissolve Me","An Awesome Wave","alt-J"
7,41,"Knee-deep in the north","Dissolve Me","An Awesome Wave","alt-J"
7,42,"She makes the sound the sea makes","Dissolve Me","An Awesome Wave","alt-J"
7,43,"Knee-deep in the north","Dissolve Me","An Awesome Wave","alt-J"
7,44,"She makes the sound the sea makes","Dissolve Me","An Awesome Wave","alt-J"
7,45,"Knee-deep in the north sea","Dissolve Me","An Awesome Wave","alt-J"
8,1,"This is from","Matilda","An Awesome Wave","alt-J"
8,2,"This is from","Matilda","An Awesome Wave","alt-J"
8,3,"This is from Matilda","Matilda","An Awesome Wave","alt-J"
8,4,"Just like Johnny Flynn said","Matilda","An Awesome Wave","alt-J"
8,5,"""The breath I've taken and the one I must"" to go on","Matilda","An Awesome Wave","alt-J"
8,6,"Put the grenade pin in your hand, so you understand who's boss","Matilda","An Awesome Wave","alt-J"
8,7,"My defeat sleeps top-to-toe with her success","Matilda","An Awesome Wave","alt-J"
8,8,"Oh, this is from","Matilda","An Awesome Wave","alt-J"
8,9,"This is from","Matilda","An Awesome Wave","alt-J"
8,10,"This is from Matilda","Matilda","An Awesome Wave","alt-J"
8,11,"And she needs you","Matilda","An Awesome Wave","alt-J"
8,12,"This is from Matilda","Matilda","An Awesome Wave","alt-J"
8,13,"And she needs you","Matilda","An Awesome Wave","alt-J"
8,14,"This is from Matilda","Matilda","An Awesome Wave","alt-J"
8,15,"Just like Johnny Flynn said","Matilda","An Awesome Wave","alt-J"
8,16,"""The breath I've taken and the one I must"" to go on","Matilda","An Awesome Wave","alt-J"
8,17,"Put the grenade pin in your hand, so you understand who's boss","Matilda","An Awesome Wave","alt-J"
8,18,"My defeat sleeps top-to-toe with her success","Matilda","An Awesome Wave","alt-J"
8,19,"Oh, this is from","Matilda","An Awesome Wave","alt-J"
8,20,"This is from","Matilda","An Awesome Wave","alt-J"
8,21,"This is from Matilda","Matilda","An Awesome Wave","alt-J"
8,22,"And she needs you","Matilda","An Awesome Wave","alt-J"
8,23,"This is from Matilda","Matilda","An Awesome Wave","alt-J"
8,24,"And she needs you","Matilda","An Awesome Wave","alt-J"
8,25,"This is from Matilda","Matilda","An Awesome Wave","alt-J"
8,26,"And she needs you","Matilda","An Awesome Wave","alt-J"
8,27,"This is from Matilda","Matilda","An Awesome Wave","alt-J"
8,28,"Elle a besoin de toi","Matilda","An Awesome Wave","alt-J"
8,29,"Cela vient de Matilda","Matilda","An Awesome Wave","alt-J"
8,30,"And she needs you","Matilda","An Awesome Wave","alt-J"
8,31,"This is from Matilda","Matilda","An Awesome Wave","alt-J"
8,32,"And she needs you","Matilda","An Awesome Wave","alt-J"
8,33,"This is from Matilda","Matilda","An Awesome Wave","alt-J"
8,34,"And she needs you","Matilda","An Awesome Wave","alt-J"
8,35,"This is from Matilda","Matilda","An Awesome Wave","alt-J"
8,36,"And she needs you (This is from Matilda)","Matilda","An Awesome Wave","alt-J"
8,37,"This is from Matilda","Matilda","An Awesome Wave","alt-J"
8,38,"This is from Matilda","Matilda","An Awesome Wave","alt-J"
8,39,"This is from Matilda","Matilda","An Awesome Wave","alt-J"
8,40,"Matilda","Matilda","An Awesome Wave","alt-J"
8,41,"Matilda","Matilda","An Awesome Wave","alt-J"
8,42,"Matilda","Matilda","An Awesome Wave","alt-J"
9,1,"We can't lose touch but we can let go","Ms","An Awesome Wave","alt-J"
9,2,"Blue and white gun made from Lego","Ms","An Awesome Wave","alt-J"
9,3,"All the vowels vow to hold your name","Ms","An Awesome Wave","alt-J"
9,4,"Keep your estate clean of me","Ms","An Awesome Wave","alt-J"
9,5,"I've pillowed you so many times this week","Ms","An Awesome Wave","alt-J"
9,6,"Close eyes, open, close again, forget and fall asleep","Ms","An Awesome Wave","alt-J"
9,7,"The dark seeks dark","Ms","An Awesome Wave","alt-J"
9,8,"The dark seeks dark","Ms","An Awesome Wave","alt-J"
9,9,"Ooooh, darker","Ms","An Awesome Wave","alt-J"
9,10,"Ooooh, darker","Ms","An Awesome Wave","alt-J"
9,11,"Ooooh, oh-oh-oh, oh-oh-oh, oh-oh-oh, oh-oh-oh","Ms","An Awesome Wave","alt-J"
9,12,"The nights of all my youth pressed into one glass of water","Ms","An Awesome Wave","alt-J"
9,13,"Scattered truths, bewildered beast boohoos","Ms","An Awesome Wave","alt-J"
9,14,"We have our weight: ten-thousand ladybirds","Ms","An Awesome Wave","alt-J"
9,15,"All the vowels vow to guard your name","Ms","An Awesome Wave","alt-J"
9,16,"Keep your estate clean, happy","Ms","An Awesome Wave","alt-J"
9,17,"Some things lie too deep for tears to well","Ms","An Awesome Wave","alt-J"
9,18,"Close eyes open, close again, feel as my body spells","Ms","An Awesome Wave","alt-J"
9,19,"Dark seeks dark","Ms","An Awesome Wave","alt-J"
9,20,"Dark seeks dark","Ms","An Awesome Wave","alt-J"
9,21,"Ooooh, darker","Ms","An Awesome Wave","alt-J"
9,22,"Ooooh, darker","Ms","An Awesome Wave","alt-J"
9,23,"Ooooh, oh-oh-oh, oh-oh-oh, oh-oh-oh, oh-oh-oh","Ms","An Awesome Wave","alt-J"
9,24,"The shadow burns across like embers tide paper","Ms","An Awesome Wave","alt-J"
9,25,"Darker, darker, darker, darker","Ms","An Awesome Wave","alt-J"
9,26,"Darker, darker, darker, darker","Ms","An Awesome Wave","alt-J"
9,27,"Darker, darker, darker, darker","Ms","An Awesome Wave","alt-J"
9,28,"Darker, darker, darker, darker","Ms","An Awesome Wave","alt-J"
10,1,"Tralala, Trala–, Tra-a-la, –la","Fitzpleasure","An Awesome Wave","alt-J"
10,2,"Tralala, Trala–, Tra-a-la, –la","Fitzpleasure","An Awesome Wave","alt-J"
10,3,"Tralala, Trala–, Tra-a-la, –la","Fitzpleasure","An Awesome Wave","alt-J"
10,4,"Tralala, Trala–, Tra-a","Fitzpleasure","An Awesome Wave","alt-J"
10,5,"In your snatch fits pleasure, broom-shaped pleasure","Fitzpleasure","An Awesome Wave","alt-J"
10,6,"Deep greedy and googling every corner","Fitzpleasure","An Awesome Wave","alt-J"
10,7,"La, Trala–, Tra-a-la, –la-la-la-la-la-la-la","Fitzpleasure","An Awesome Wave","alt-J"
10,8,"Dead in the middle","Fitzpleasure","An Awesome Wave","alt-J"
10,9,"Of the C-O-double-M O-N","Fitzpleasure","An Awesome Wave","alt-J"
10,10,"Little did I know then","Fitzpleasure","An Awesome Wave","alt-J"
10,11,"That the Mandela Boys soon become Mandela Men","Fitzpleasure","An Awesome Wave","alt-J"
10,12,"Tall woman","Fitzpleasure","An Awesome Wave","alt-J"
10,13,"Pull the pylons down","Fitzpleasure","An Awesome Wave","alt-J"
10,14,"And wrap them around the necks","Fitzpleasure","An Awesome Wave","alt-J"
10,15,"Of all the feckless men that queue to be the next","Fitzpleasure","An Awesome Wave","alt-J"
10,16,"Steepled fingers","Fitzpleasure","An Awesome Wave","alt-J"
10,17,"Ring la-la-la-la-la-la-la-la-leaders","Fitzpleasure","An Awesome Wave","alt-J"
10,18,"Queue-queue jumpers","Fitzpleasure","An Awesome Wave","alt-J"
10,19,"Rock, fist, paper, scissors, la-la-la-la-la-la-lingered fluffers","Fitzpleasure","An Awesome Wave","alt-J"
10,20,"They choir:","Fitzpleasure","An Awesome Wave","alt-J"
10,21,"In your hoof lies the heartland","Fitzpleasure","An Awesome Wave","alt-J"
10,22,"Where we tent for our treasure, pleasure, leisure","Fitzpleasure","An Awesome Wave","alt-J"
10,23,"Les yeux, it's all in your eyes","Fitzpleasure","An Awesome Wave","alt-J"
10,24,"In your snatch fits pleasure, a broom-shaped pleasure","Fitzpleasure","An Awesome Wave","alt-J"
10,25,"Deep greedy and googling every corner","Fitzpleasure","An Awesome Wave","alt-J"
10,26,"Tralala, Trala–, Tra-a-la, –la-la-la-la-la-la-la","Fitzpleasure","An Awesome Wave","alt-J"
10,27,"Oh, oh, oh, oh, blinded by the lights","Fitzpleasure","An Awesome Wave","alt-J"
11,1,NA,"❦ (Piano)","An Awesome Wave","alt-J"
12,1,"Good morning, flood of blood","Bloodflood","An Awesome Wave","alt-J"
12,2,"Good morning, everyone","Bloodflood","An Awesome Wave","alt-J"
12,3,"C","Bloodflood","An Awesome Wave","alt-J"
12,4,"O-double","Bloodflood","An Awesome Wave","alt-J"
12,5,"M-O-N","Bloodflood","An Awesome Wave","alt-J"
12,6,"A wave, an awesome wave","Bloodflood","An Awesome Wave","alt-J"
12,7,"That rushes skin and widens in flooded veins","Bloodflood","An Awesome Wave","alt-J"
12,8,"Breathe in, exhale","Bloodflood","An Awesome Wave","alt-J"
12,9,"I've poked a nerve; he'll slap me like a whale","Bloodflood","An Awesome Wave","alt-J"
12,10,"Slaps the C","Bloodflood","An Awesome Wave","alt-J"
12,11,"O-double","Bloodflood","An Awesome Wave","alt-J"
12,12,"M-O-N","Bloodflood","An Awesome Wave","alt-J"
12,13,"Tide out, tide in","Bloodflood","An Awesome Wave","alt-J"
12,14,"A flood of blood to the heart and the fear slipstreams","Bloodflood","An Awesome Wave","alt-J"
12,15,"Breathe in, exhale","Bloodflood","An Awesome Wave","alt-J"
12,16,"I've poked a nerve; he'll slap me like a whale","Bloodflood","An Awesome Wave","alt-J"
12,17,"Slaps the C","Bloodflood","An Awesome Wave","alt-J"
12,18,"O-double","Bloodflood","An Awesome Wave","alt-J"
12,19,"M-O-N","Bloodflood","An Awesome Wave","alt-J"
12,20,"Flood of blood to the heart","Bloodflood","An Awesome Wave","alt-J"
13,1,"Indochina: Capa jumps Jeep","Taro","An Awesome Wave","alt-J"
13,2,"Two feet creep up the road","Taro","An Awesome Wave","alt-J"
13,3,"To photo, to record, meat lumps and war","Taro","An Awesome Wave","alt-J"
13,4,"They advance as does his chance(Ooh) Very yellow-white flash","Taro","An Awesome Wave","alt-J"
13,5,"A violent wrench grips mass","Taro","An Awesome Wave","alt-J"
13,6,"Rips light, tears limbs like rags","Taro","An Awesome Wave","alt-J"
13,7,"Burst so high, finally Capa lands","Taro","An Awesome Wave","alt-J"
13,8,"Mine is a watery pit","Taro","An Awesome Wave","alt-J"
13,9,"Painless with immense distance","Taro","An Awesome Wave","alt-J"
13,10,"From medic, from colleague, friend, enemy, foe","Taro","An Awesome Wave","alt-J"
13,11,"Him five yards from his leg","Taro","An Awesome Wave","alt-J"
13,12,"From you, Taro","Taro","An Awesome Wave","alt-J"
13,13,"Oh, oh, oh, oh, oh, oh-oh-oh, oh","Taro","An Awesome Wave","alt-J"
13,14,"Do not spray into eyes","Taro","An Awesome Wave","alt-J"
13,15,"I have sprayed you into my eyes","Taro","An Awesome Wave","alt-J"
13,16,"3:10 pm: Capa pends death","Taro","An Awesome Wave","alt-J"
13,17,"Quivers, last rattles, last chokes","Taro","An Awesome Wave","alt-J"
13,18,"All colours and cares glaze to grey","Taro","An Awesome Wave","alt-J"
13,19,"Shriveled and stricken to dots","Taro","An Awesome Wave","alt-J"
13,20,"The left hand grasps what the body grasps not","Taro","An Awesome Wave","alt-J"
13,21,"Oh, oh-oh-oh, oh, oh, oh, oh","Taro","An Awesome Wave","alt-J"
13,22,"Le photographe est mort3.1415, alive, no longer my amour","Taro","An Awesome Wave","alt-J"
13,23,"Fated for home, May of '54","Taro","An Awesome Wave","alt-J"
13,24,"Doors open like arms, my love","Taro","An Awesome Wave","alt-J"
13,25,"Painless with a great closeness","Taro","An Awesome Wave","alt-J"
13,26,"To Capa, to Capa Capa dark after nothing","Taro","An Awesome Wave","alt-J"
13,27,"Reunited with his leg","Taro","An Awesome Wave","alt-J"
13,28,"And with you, Taro","Taro","An Awesome Wave","alt-J"
13,29,"Oh, oh-oh-oh, oh, oh, oh, oh, oh, oh-oh-oh","Taro","An Awesome Wave","alt-J"
13,30,"Taro, oh-oh-oh, oh, oh, oh, oh","Taro","An Awesome Wave","alt-J"
13,31,"Oh-oh-oh, oh-oh, oh, oh-oh-oh","Taro","An Awesome Wave","alt-J"
13,32,"Do not spray into eyes","Taro","An Awesome Wave","alt-J"
13,33,"I have sprayed you into my eyes","Taro","An Awesome Wave","alt-J"
13,34,"Hey, Taro!","Taro","An Awesome Wave","alt-J"
2,NA,NA,"❦ (Ripe & Ruin)","An Awesome Wave","alt-J"
14,NA,NA,"Hand-Made","An Awesome Wave","alt-J"
1,1,"La-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la","Intro (This Is All Yours)","This Is All Yours","alt-J"
1,2,"La-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la","Intro (This Is All Yours)","This Is All Yours","alt-J"
1,3,"La-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la","Intro (This Is All Yours)","This Is All Yours","alt-J"
1,4,"La-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la","Intro (This Is All Yours)","This Is All Yours","alt-J"
1,5,"La-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la","Intro (This Is All Yours)","This Is All Yours","alt-J"
1,6,"La-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la","Intro (This Is All Yours)","This Is All Yours","alt-J"
1,7,"La-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la","Intro (This Is All Yours)","This Is All Yours","alt-J"
1,8,"La-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la","Intro (This Is All Yours)","This Is All Yours","alt-J"
1,9,"La-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la","Intro (This Is All Yours)","This Is All Yours","alt-J"
1,10,"La-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la","Intro (This Is All Yours)","This Is All Yours","alt-J"
1,11,"La-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la","Intro (This Is All Yours)","This Is All Yours","alt-J"
1,12,"La-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la","Intro (This Is All Yours)","This Is All Yours","alt-J"
1,13,"La-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la","Intro (This Is All Yours)","This Is All Yours","alt-J"
1,14,"La-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la","Intro (This Is All Yours)","This Is All Yours","alt-J"
1,15,"La-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la","Intro (This Is All Yours)","This Is All Yours","alt-J"
1,16,"La-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la","Intro (This Is All Yours)","This Is All Yours","alt-J"
1,17,"La-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la","Intro (This Is All Yours)","This Is All Yours","alt-J"
1,18,"La-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la","Intro (This Is All Yours)","This Is All Yours","alt-J"
1,19,"La-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la","Intro (This Is All Yours)","This Is All Yours","alt-J"
1,20,"La-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la","Intro (This Is All Yours)","This Is All Yours","alt-J"
1,21,"La-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la","Intro (This Is All Yours)","This Is All Yours","alt-J"
1,22,"La-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la","Intro (This Is All Yours)","This Is All Yours","alt-J"
1,23,"La-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la","Intro (This Is All Yours)","This Is All Yours","alt-J"
